4.451273458134110683e-01,1.112404985890417947e-01,-1.008929031415930350e-01,5.476822258925276854e-01,-4.975675731803875790e-01,4.373265957742173415e-01,2.383975868519946362e-01,8.860483580751571386e-01,6.802886910406635845e-01,4.711870831323379805e-01,5.926425476907350998e-01,2.453811285227410766e-01,5.054520622316851369e-02,2.920985063801526116e-01,6.190744567908421647e-01,1.316931767825760602e+00,2.488845790973458205e-01,3.062214459360341201e-01,4.683342793819732508e-01
4.076815247568031930e-01,5.162547655651779088e-01,4.226892905718827032e-01,4.133102522605251461e-01,3.021853155878752029e-01,3.971764444171332897e-01,4.809488209834466566e-01,4.204766620435845814e-01,6.090672241483526816e-01,3.855892806743441703e-01,4.660151907238911373e-01,3.210110283491308669e-01,3.901971995865266551e-01,3.179298228305116325e-01,5.802332729491083141e-01,3.258356674235269868e-01,2.339063526659206083e-01,3.626755232609918389e-01,4.255603516975651757e-01
5.657521960263556249e-01,4.119046723568610124e-01,5.562021328647839269e-01,5.255333017469386858e-01,4.834205713481152800e-01,2.116815981653495105e-01,3.993830987220463591e-01,6.241584867882656873e-01,-1.532850794259356664e-01,5.573719235982569353e-01,4.421924804719992164e-01,4.821016020117395162e-01,4.240926331497184010e-01,7.039194180982734084e-01,4.105158571486932639e-01,4.931503393590741524e-01,-1.142418159178866660e-01,3.348470328765416615e-01,6.004622256764163835e-01
2.258461836547691892e-01,6.006187415072877789e-01,2.890818939028571011e-01,2.922105024901029413e-01,3.417973517244765613e-01,8.046360461868752312e-01,5.190526142741487270e-01,2.646912018021942425e-01,7.279971884172625751e-01,2.510852989863055496e-01,2.287466472641958293e-01,3.698080409500050791e-01,3.214408668025004467e-01,5.077332192430722424e-01,4.180314892115037928e-01,5.523043191604790625e-01,6.970065868400845410e-01,3.692389312056840733e-01,2.135034894734021416e-01
5.392836646679626256e-01,1.719915053641437042e-01,5.925533048086709664e-01,9.240949623099178334e-01,-3.338617902572413865e-01,2.629405175863935296e-01,1.070143658425857236e+00,7.118493506216561073e-01,-3.177805827409228567e-01,4.575475510522348799e-01,6.489496988466294525e-01,3.832862670386804615e-01,4.944962991520180928e-01,4.830004348681847248e-01,-8.029278052591467540e-01,9.817917532959030691e-01,2.566247724160111363e-02,4.263358812052011060e-01,4.606837914163208203e-01
5.343381626775303150e-01,-2.215560833638481886e-01,2.429077881247322379e-01,4.143137576822277235e-01,2.072880257415006811e-01,1.768458381913534938e-01,4.357388714046389055e-01,5.930714763995915684e-01,3.076440719225557174e-01,3.629288854378338591e-01,8.342633261359605479e-01,4.646930403062808912e-01,7.067905323551690877e-01,7.606036986706194991e-01,3.464942865000038008e-01,3.419689120374677649e-01,1.803646907230297136e-01,4.616698444673916768e-01,5.465581847054266085e-01
1.235192831007680264e-01,7.698602306859263500e-01,4.889994717937626856e-01,6.217749181362368649e-01,9.013234718762249686e-01,5.179735283223065867e-01,5.512125272514319940e-01,1.924127376897780128e-01,1.115254430217412995e+00,4.566686988590912266e-01,-1.611579705164804810e-01,5.913157482491173678e-01,8.018757516877448310e-01,1.580405900774654315e-01,-1.397616071636505752e-01,6.605511696564154711e-01,5.338711079639837376e-01,6.818041587194167974e-01,3.587469303144423804e-01
3.593551113461747049e-01,6.216428288670760027e-01,4.458010178461585538e-01,3.680773003934150744e-01,2.443225096680168296e-01,6.545014367744118877e-02,4.312372674400566375e-01,3.665109749892725977e-01,7.381659162230186366e-01,3.693633512463815327e-01,3.524081023594301532e-01,3.389076286580423036e-01,3.321090992566563815e-01,3.731946632795766772e-01,2.445831669287855947e-01,7.476732794835840856e-01,3.356563150439091925e-01,4.884653074977207687e-01,4.206520272392930138e-01
3.015884472564359653e-01,4.566292862371750805e-01,4.142643700007132002e-01,3.328861599123243975e-01,3.793793445876288972e-01,6.228875681921705043e-01,3.570122303606787506e-01,3.350398148874209614e-01,5.576924584725210243e-01,3.065716750020738846e-01,3.953931606649916386e-01,4.458704675841906884e-01,3.517273293897639208e-01,3.061214457121824717e-01,7.140963161053123232e-01,5.118221839397210093e-01,4.445541563210861358e-01,3.206252904994763564e-01,3.236587987174494030e-01
1.715323206500327380e-01,5.965736701945962839e-01,4.327628011276893893e-01,3.630876156458123227e-01,4.268369783622023017e-01,2.985918674338804979e-01,5.094731488441833767e-01,1.470072201047114557e-01,9.148303517109153127e-01,1.906101062039660121e-01,2.475288495809944145e-01,5.353874258998011504e-01,5.287602695773785388e-01,3.882039157669796015e-01,4.931965053172011060e-01,3.137650593211679384e-01,5.083817969403404691e-01,4.314516833695350995e-01,3.086357742009950278e-01
